block hash	block height	tx count	inputs count	block size	check	handle check	accept	connect	handle connect	reorg	handle reorg	call handler	total	t1 - t0  accept part	t2 - t1 populate	t3 - t2 handle_populated block->accept()	t4 - t3 handle_populated other	t5 - t4 handle_populated for	t6 - t5 accept_transactions	t7 - t6 handle_accepted	total
0000000000000000002ef592b59572bb94fda318e523b06302bdeaf7eb32f5ad	545692	7	8	1668	155017	422314	1250121	344868	7169	4840700	11827	18832	7050848	129605	958884	29886	2859	39527	33914	1129	1195804
000000000000000000d4c6a45d19368b82f9dc24b14e4e26e9c3a53d499ef685	545693	96	102	24229	1378445	858363	8444518	2152216	9098	23041984	10654	16566	35911844	131994	7358505	101832	4213	324129	458852	776	8380301
000000000000000001432571c5f8c25e0300618cb70567a7eabc428a2c08edbe	545694	270	290	64478	1841470	411231	20823536	5887283	9272	42295199	9577	22487	71300055	87026	19393531	289726	5892	862640	80850	1305	20720970
000000000000000000ff39b0e2a1b978c0f03e30464d5935d9159ebab7dfe965	545695	606	808	181282	9551465	524356	33976759	18599041	10451	289691023	18290	85891	352457276	133234	31361332	491888	5623	1674663	230359	1058	33898157
000000000000000001294bda33599c2ecc9301ce65ebe0a98127e056d9e08163	545696	1094	1152	283337	9384603	531606	50490582	27708434	15958	81944334	17859	29711	170123087	108392	46419677	628693	4531	2624614	589371	1635	50376913
00000000000000000086a856e4743c340759f56e0feaeb56af0a5dbe1c70a6ef	545697	7460	7497	1681233	61396819	517711	739327511	80785093	32860	327697014	25949	31064	1209814021	98608	704951727	10374266	12699	14699133	9092037	1458	739229928
0000000000000000021a82589e60905d2281b003bf56e35138b2006555e04314	545698	2370	2386	535424	36545524	669853	124600181	54635260	12105	118902952	15818	32889	335414582	143402	113719958	2000212	7325	875789	7747105	1417	124495208
000000000000000000dc7d2f29d7a69cd5211ff3fbd938ea25a355eef6b666fb	545699	12343	12443	2800162	93814504	561366	1619975955	162599458	11974	412305638	15157	25309	2289309361	92592	1562190984	16538673	13819	16518422	24525872	1321	1619881683
00000000000000000101584bde73fad21f761a5ba94e838b9cd0604b87a9a3e9	545700	3	4	833	151548	16929	1954160	356966	8132	42185657	15092	25410	44713894	130345	1656915	27545	3119	16040	76351	943	1911258
000000000000000001af9fa9e6fc5f8180cb79f223d7e054ea09793f8faa28f3	545701	432	1419	242538	9509558	602703	24649298	36858578	10826	29859441	8628	17126	101516158	135560	20890667	529424	5382	2645217	363608	1280	24571138
000000000000000000413fc3017a2293d96ebaa43b608a697dc2bf1d6cc7b3cc	545702	3763	4060	900756	56379448	21549	263676155	46593881	12332	394418857	20677	84021	761206920	135030	246803508	4080848	8203	8821283	3723748	2007	263574627
000000000000000000f8bcb8dafb90d5f29e523160f2cc5ba9d821fde9ddbb29	545703	1387	1611	346476	22123908	569078	71756858	36067746	16373	129670905	18546	31863	260255277	141827	66586613	951583	6300	3657137	311914	1626	71657000
0000000000000000001546823641b7851b4baed1b60e4e30ed10a2814ed83032	545704	70	224	49246	930089	15718	5205647	9474999	15275	55892210	21207	50198	71605343	91105	3919811	174993	4789	253828	656307	1237	5102070
000000000000000001e5b1136e1a5f5612fbc903307e83d28db24de12ed7dbcf	545705	2164	2341	517382	34223944	29153	134562277	25617725	10513	156316819	9822	30421	350800674	141704	125414767	1844085	7188	6116703	933029	1752	134459228
00000000000000000205c670d48953c5e2bd306e5718e608f45c58d7ca2d2fe3	545706	440	528	111898	6330685	911986	20010149	8755206	9752	32644737	11421	21867	68695803	135144	18045617	372395	4550	1211400	149162	1092	19919360
00000000000000000150d4da5653228c2d05cc0581c277a0a9927451ead29caa	545707	34	52	10488	647473	509962	2581744	975421	8590	24088177	13367	23870	28848604	131244	1755228	117239	3192	389259	98883	1441	2496486
000000000000000000b64bd4075e2c1b57086453d2445667578741aff8954508	545708	667	785	172726	9758177	1347153	26523403	20922116	11039	93759056	11242	66691	152398877	133590	23942919	534744	5427	1376870	447564	1235	26442349
000000000000000001fb0305ae2138723edb287e9b41e9fe57910deaba5d052a	545709	33	85	15444	345659	8939	2745545	2491150	8956	21011512	12851	26813	26651425	83905	2263552	51331	3123	173725	104799	1086	2681521
00000000000000000091e21e5a94e272fc5bf99b9f9a3934f3475c7a7c6efea7	545710	49	120	21997	955301	16266	4234980	4157768	9095	35138001	11218	18781	44541410	140362	2945022	80910	3557	350731	637714	1071	4159367
0000000000000000016725a32cb53d26066b200ba92c8a8cc6f37281ac8e8fee	545711	449	1278	232680	9273384	20349	29798518	59248542	10975	343931128	10727	71421	442365044	133822	26682496	278416	3743	1480558	1118209	1144	29698388
00000000000000000047557260bb6e6441df297a2193542df8d43cc13d2e44a9	545712	140	203	41237	1042961	484327	6073597	6365296	10761	51056386	9930	24514	65067772	86942	5314688	134829	4741	245712	214828	904	6002644
000000000000000001674da0771ca2ea8fdb8beb5da64fec6682e3088dafd5ce	545713	87	165	34459	838292	12109	10485578	4792763	9778	60864981	10744	22975	77037220	85651	9749649	83522	3315	407839	84694	1312	10415982
000000000000000000f99d6a5a6ff13f31fadacd8eacc72543b6026a8b6f5c03	545714	4	5	1014	127196	10041	1976166	320092	7781	4556121	10617	18325	7026339	85490	1729712	30902	3297	26706	36707	813	1913627
0000000000000000002f323d57c71a1d8c0b0cdff6d4c152db715855c703b5eb	545715	158	223	41058	2334928	1483438	7706467	6243226	10006	25457420	9831	18646	43263962	132331	6872751	106295	3198	465647	52249	922	7633393
0000000000000000012bf6cccac9165e9d64abc7bd632a485721598789373c9b	545716	55	72	15713	501580	20918	4528038	2511162	8443	37432396	11097	21430	45035064	86205	3873465	71667	3970	281134	135614	1443	4453498
0000000000000000016f46d5d279c2895cbc79a013e4e4c889b91fdc08e4d54d	545717	134	216	46262	1153546	422025	8684241	6023738	10138	64641327	10316	24471	80969802	87753	7741394	142979	4542	446834	178996	1098	8603596
00000000000000000137f810720e63e4a4dfc14e9138a547b234313d2d5e5e2e	545718	1	1	197	70659	13016	283029	1691	4161	1016580	8229	14715	1412080	126911	48783	32631	2599	7864	16007	501	235296
0000000000000000002b5a07455176691a555b6c8cd2cad148e3588894f216d7	545719	1899	1952	379472	13705925	356664	98595114	22456790	15562	159817745	14382	37491	294999673	89798	91581802	2195136	6442	3657864	966897	1003	98498942
000000000000000001c1726c83a2b3a0b86a969a2ea587d056fd2e69241f727b	545720	540	553	123486	8266433	27287	25127427	11900975	16037	49278451	19486	77823	94713919	143275	23066117	447937	6191	1160841	202669	1552	25028582
000000000000000000378f35890b3637593bd96973642fe912cd2439a418ae25	545721	260	516	109024	2333106	16869	11953174	16428431	14875	188308989	14762	33142	219103348	91168	10141512	239216	3638	902136	466975	1221	11845866
0000000000000000005d8fc9beec602d59dad84feba8523992f18cb80ba22bab	545722	516	521	117210	7634944	25868	26583704	13578515	16290	30835730	16738	72131	78763920	140899	24424047	431345	7047	1319811	165736	1362	26490247
000000000000000001d964424ae3cb03f53e5d0ee94f54df1ac5201995c082d5	545723	569	779	178282	9690287	29525	24745915	23079953	15779	252181849	19122	31823	309794253	142712	21949911	493337	6609	1405966	663173	1540	24663248
000000000000000001390c810286ad33ecf1089285dcaf74605e3af80ff0a7ab	545724	292	331	76824	2108330	1248910	14179035	5237826	13636	87492341	18229	31313	110329620	93374	12848018	218730	4160	793099	123584	1219	14082184
00000000000000000184970560a9ccee3f57f7bb7903fe5310efb26a2061142e	545725	23	73	12605	606320	20606	3467014	2160041	12047	13362425	15887	25223	19669563	135673	2886403	77557	3675	158965	127262	1077	3390612
000000000000000001afeee69d8bc83e8fdf0789187e26171bc6ef5aae0a43d3	545726	29	66	12532	595502	19690	2088684	1951880	10504	19475116	14559	65889	24221824	132551	1519783	44187	2626	151983	161695	1153	2013978
000000000000000001d55aa4aaf65e8089450e6c8aae2aacac60779456826eea	545727	47	128	23438	983469	18881	4050643	4642970	14849	32755450	12069	21402	42499733	134017	3224913	67993	4674	288771	236249	1429	3958046
000000000000000000c8520453603315ae0f6497c98808734809be4a37fd10c8	545728	15	18	4760	312065	507259	1574414	830865	10196	11014577	13868	22373	14285617	133838	1189195	46522	4918	94931	30342	895	1500641
0000000000000000013b623cb91a3910b9fec1b3fdaf9012269c369a5e358c89	545729	39	164	27990	993750	512388	4097337	6030362	14304	33807596	13538	69414	45538689	134643	3239024	81411	5013	255915	297042	1500	4014548
